id,description,games,name,character_gender
1053,"Alan Wake was born and raised in New York City. He developed a passion for writing at a young age, eventually leading to a successful novelist career. His most famous works are thriller novels, which have earned him a large and dedicated following. Despite his success, Alan struggles with writer's block and personal issues, including a strained relationship with his wife, Alice.

In an attempt to overcome his writer's block, Alan and Alice take a vacation to the idyllic town of Bright Falls. However, their peaceful retreat quickly turns into a nightmare when Alice disappears under mysterious circumstances. Alan discovers pages of a manuscript he doesn't remember writing, detailing events that start to come true in real life.

As he searches for Alice, Alan encounters dark supernatural forces known as the ""Taken,"" shadowy entities controlled by a malevolent presence called the ""Darkness."" He learns that the town and its surroundings are influenced by this dark power, which has trapped him in a nightmarish reality where his own writing becomes a weapon and a tool for survival.

A crucial figure in Alan's journey is Thomas Zane, a poet who lived in Bright Falls decades earlier and had a similar encounter with the Darkness. Zane’s writings and his struggle against the Darkness provide Alan with clues and guidance on how to fight supernatural forces.

In the end, Alan realizes that to save Alice and stop the Darkness, he must make a significant sacrifice. He writes a conclusion to the horror story he is trapped in, allowing Alice to escape while he remains in the dark, nightmarish world beneath Cauldron Lake. This act of self-sacrifice shows his character's deep love for his wife and his determination to end the cycle of terror.","[1062, 2602, 3750]",Alan Wake,0
3463,"Clementine, affectionately nicknamed Clem or Sweet Pea, is one of the main characters in the game The Walking Dead, by Telltale Games. She's not playable in season one, but the story still involves heavily around her. She is kind, polite and very mature for her age, acting as a moral compass of the group. Clementine is remarkably smart and good when it comes to improvising. She can be very practical during dire situations. She's more careful than other kids as she is aware of the current events going on. However, despite her maturity, Clementine is still relatively innocent in the way children are.

During the outbreak, Clementine ends up hiding in her tree-house after her babysitter goes missing, and her parents doesn't return home from vacation. A guy called Lee (the playable character) soon finds her and decides to take her with him after having to battle the babysitter who died and became a zombie. Together they embark on a long journey to find safety and eventually becomes very fond of each other.

After losing the people closest to her, Clementine becomes hardened and more mature in her outlook, but still bravely overcomes the dangers of a post-apocalyptic world head-on and tries her best to maintain some of her previous faith in humanity, hanging on to what Lee taught her and her own values.","[3097, 1871]",Clementine,1
11954,"Big-Foot/Sasquatch the names don't matter but the legend remains the same. Thought to be nothing more than superstition by Native's of the land; the Big-Foot is half man, half beast in the form of a hairy ape. 
 
The beast is rumored to have the strength of ten men and the ferocity of a grizzly bear, in Terrordrome the Sasquatch is neither friend nor foe, it simply wants to be left in peace but the chaos going on around it has caused it to awaken from it's slumber and take the fight back to the enemy.",,Sasquatch,2
3466,"If you play The Walking Dead: Season One by Telltale Games, you will meet Omid who is one of the many main characters. Omid is very friendly, kind-hearted and loving. He cares deeply for his girlfriend, Christa. Even though the world is going to hell, Omid has a positive view on life and tries to stay strong for others around him. He is often seen as the comic-relief of the group, and tries hard to lift the spirits of his companions. However he's not into heavy and troubling topics and tries to avoid it as much as possible. Additionally, Omid is assumed to be really intelligent, and is really into Civil War history. 

Before the zombie apocalypse, him and Christa shared an apartment in San Francisco. They owned a pet cat and enjoyed to travel. When the dead started to walk on the earth, they were on an ""all American road trip"". They went to Barstow, and had a Vegas Weekend together. Not much else is known about their past lives.

Christa and Omid later becomes Clementine's guardian &amp; swears to protect her.","[3097, 1871]",Omid,0
11936,"Grand Arch Master of the Order of One. 
 
Dupoint Lucroix is the Grand Master trying to keep order while his assistant Alexander seeks to use the evils of mankind to better himself.",,Grand Master Dupoint Lucroix,2
3472,"In Telltale Games' The Walking Dead, there's many main characters and one of them is Kenny. As a kid he was raised by his father, who taught him how to repair broken cars. That knowledge soon extended to boats due to his love of the water and traveling. As an adult, Kenny became a commercial fisherman, hunting for the snapper fish and yellow fin. During a fishing trip, he found a sick octopus and decided to bring it to a veterinarian's office. There he met and fell in love with Katjaa. They got married and later had a son called Kenny Jr, also nicknamed Duck. The family were returning from Memphis, Tennessee after visiting Katjaa's sister when the outbreak started.

Meeting Lee and Clementine along the way, they decided to stick together for a better chance of survival. Kenny acted as a co-leader of Lee's group (but eventually acknowledged Lee as the true leader) but his short temper and failure to think things through often got the better of him. However, Kenny is also shown to be selfless and kind, being willing to give his life to save someone else's. 

Kenny often went sailing to the open sea for months at a time, separated from his family, which he admits to be a fact that he deeply regrets after his son gets bitten by a zombie and his wife commits suicide because of the loss of Duck.

Kenny displays numerous stereotypes of a redneck and suffers from insomnia.","[3097, 1871, 2911]",Kenny,0
1043,"Booker DeWitt (Troy Baker), the player protagonist, is a disgraced former agent of the Pinkerton National Detective Agency. As a soldier in the 7th Cavalry Regiment, he had performed brutal acts against native American Indians at the Battle of Wounded Knee to defend his own honor; these acts left him emotionally scarred, leading to excessive drinking and gambling and earned him the title ""White Injun"" due to his tendency to scalp those he killed. He was given an opportunity to be baptised and start anew, but ultimately declined. He was subsequently dismissed for behavior beyond the acceptable bounds of the Agency,[2] but considers his actions with the Pinkertons in quelling labour strikes to be among his many sins. He continues to work as a private investigator from New York City, referring to himself as an ""independent contractor"". Outwardly, he cares little for the extraordinary, provided that it does not interfere with his ability to do his job; internally, he is disturbed by both his role in the events at Wounded Knee and recurring visions of New York City under attack from the air. Booker is skeptical of faith, unwilling to accept the idea that he can be absolved of his sins by embracing religion, as he considers his sins to be so extreme as to demand a penance rather than forgiveness.",[538],Booker DeWitt,0
3196,"Born in april 9 1967 
lives in a Penthouse in Las Vegas, Nevada. 
Saved the world from alien invasion multiple time, work with the EDF (Earth Defence Force)","[4130, 342]",Duke Nukem,0
11953,Samuel is a minor character in The Curse of Dwight Periwinkle.,,Bouncer Samuel,0
3475,"Matt is the high school's star linebacker, but he isn't necessarily the sharpest tool in the box. He's hoping for a sports scholarship to a top college, because his GPA isn't going to cut the mustard.

He mostly plays the part of the big friendly giant - but when Matt stays red, it's best to stay out of his way...

Matt is fiercely loyal to his girlfriend Emily... maybe even too loyal. Their relationship could be described as being a little one-way: when Emily says something, Matt does it.","[3097, 7609, 1958]",Matthew Taylor,0
9205,"The Skeleton King is a boss character found in Diablo 3, formerly known as King Leoric. Even though he was born in Kehjistan, Leoric decided to take his family and travel into the lands of Khanduras, where he in the name of the Zakarum, declared himself as the king. At first, the people of Khanduras disliked the idea to have him as a ruler. However, as time passed, they grew to like and respect him, thanks to his purity of heart and deed.

Unknown to Leoric however, his seat of power was the resting place of Diablo. He used the people too free himself from imprisonment, and took Leoric as his host for his evil deeds. Leoric tried to fight against it for a long time, but initially failed as Diablo stripped his soul from all honor and virtue. The people of Khanduras started to see a change in their king and how he became deformed and insane. He soon became cruel, and didn't hesitate to kill anyone or anything who dared to oppose him. Leoric even decided to execute Queen Asylla, his own wife. That's when he got the new nickname: ""The Black King"". 

One day, Leoric's lieutenant, the knight Lachdanan, came back from war, only to find his king mad and crazy, accusing people for kidnapping his son. Lachdanan begged for an explanation, but Leoric simply spat at him, calling him and his men traitors. With sadness in his heart, Lachdanen killed his king and Leoric cursed the knights just before his death.

King Leoric got a proper burial, but Diablo didn't want to give him that peace and raised him from the dead as a powerful undead warlord called the Skeleton King.",,The Skeleton King,0
8950,"Rigby is one of the protagonists of Carton Networks' Regular Show, as well as a playable character in the online game Fusion Fall. He's a 23 year old brown raccoon with short, spiky hair and made his debut in the pilot episode, working in the park as a groundskeeper. Rigby received the nickname ""The One Cheek Wonder"", after a friend damaged his butt in a ""fun"" fight. The raccoon had to get surgery that resulted in his behind looking like it only had one butt cheek.

Described as a ""wild adult"", he often becomes frightened, confused, frustrated or sad very easily. He can also be very impulsive, impatient and arrogant at times, his behavior causing him to act more like a child. Rigby cares a lot about his friends and tries to help the best he can.

Rigby is prone to overly dramatic reactions to the simplest things and often tries to skip work and disobey orders. However, as the series progressed, he has become a bit more responsible and thoughtful, tending to complain less and even accomplishing tough tasks.

He's terrified of horror movies.",,Rigby,0
4479,"Zinyak is an extraterrestrial warlord and the bad guy in Saint's Row IV. He's the leader of the alien race known as the Zin. Sounding very posh, he speaks with an upper class English accent and is a big fan of literature. It was actually the love for books that brought him to Earth. Zinyak often makes references from famous work, such as Macbeth and Edgar Allan Poe. 

During the events of the game, he invades Earth and comes through the ceiling of the White House where he abducts Kinzie Kensington and Shaundi before disappearing. He also defeats the Boss, who is now the President of the United States, and puts him/her into a virtual simulation based on their worst fears. 

Zinyak live streams everything to his planet where all the Zin can watch how he slowly but surely kills the humans and erases mankind. His goal is to take over, not really thinking that anyone on Earth can be strong enough to stop him.",[1981],Zinyak,0
2052,"As The Tower's evil has grown, so has his stature. He is trapped inside armor that will not grow with him, and his agony is exquisite. He was once a Númenórean and as he can recall, he either built a tower, or was locked inside one. 
 
His appearance is horrific. To stand near him is to feel the revulsion he feels for himself. Even his fellow Captains despise The Tower, although they have come to rely on his great corrupting evil. His propensity for slaughter is unmatched. He makes his victims feel his pain, and he revels in it.",[3025],The Tower,0
7209,Peach Wilkins is a resident of Neptune's Bounty and seems to be one of the leaders of Frank Fontaine's smuggler group.,[20],Peach Wilkins,0
5096,"Jam Kuradoberi is a character in the Guilty Gear series. She is of Chinese descent, and is one of the few characters in the game who fights bare-fisted, supplemented with Ki force. 
 
Jam stands 5'4"" tall, with long brown hair worn in a waist-length loop and secured at the top of her head with a ""Pokka"" Oolog tea can. She has brown eyes, fair skin, and a very athletic physique. 
 
Jam's costume is a tight-fitting Chinese-styled dress of red silk and black trim. It has no sleeves and falls to about the top of her thighs and is cut high over the hip. Under this she wears a second skirt, which is white with red trim and about the same length as the red dress (but it covers her hips, which the red dress doesn't). On her arms she wears wide ""sleeves"" made from red silk with black trim. These sleeves are held on by straps at her upper bicep. On her feet Jam wears high-heeled red boots with black trim. 
 
Jam is a woman who often jumps to conclusions and is quick to make decisions, while taking the consideration of others into account. In Guilty Gear XX, she immediately got into fights with the other characters, suspecting them as the arsonists who burnt her restaurant down. Jam also takes great pride in her Chinese heritage and skill in both fighting and cooking, often using food as a reference. Overall, she is a very energetic person who is sometimes a little silly, but still tries to establish friendships.",[9141],Jam Kuradoberi,1
4991,"Daxter is a central character in the ""Jak and Daxter"" video game series. Originally a human, Daxter is transformed into an ottsel, a fictional hybrid of an otter and a weasel, after falling into a pool of Dark Eco. Known for his witty and outspoken personality, Daxter serves as Jak's loyal sidekick and best friend. Despite his small stature, he is resourceful, brave, and provides comic relief throughout their adventures. Daxter's unique transformation and humorous nature make him a memorable and indispensable part of the duo.","[1528, 1529]",Daxter,0
218,"Tommy, an Italian-American, is portrayed with a tall, swarthy, handsome appearance, combed dark brown, almost black hair, and a constant five o'clock shadow. He first appears wearing a light blue-green Hawaiian shirt with dark blue palm trees printed on it, a gold pearl necklace around his neck, a gold watch around his left wrist, and a pair of blue jeans and white sneakers. This outfit becomes known as Tommy’s ""street"" clothes. As the game progresses, Tommy is offered more wardrobe options: he obtains a blue-purple pastel suit with the sleeves rolled up over a black dress shirt and black loafers, as well as the option of a dark pinstripe suit labeled as ""Mr. Vercetti"" (which bears similarities to Tony Montana's uniform). A light green costume is available to perform a bank robbery, complete with a hockey mask, and is even able to wear the uniform for an allied gang, among many others.

Tommy Vercetti, in several ways, exhibits characteristics of fictional drug lord Tony Montana from the 1983 film Scarface. This coincides with the heavy themes and appearance of the movie that has been implemented into Vice City. Among these characteristics, his exile from his old home (Liberty City), his rise to power (acquiring property and wealth in the city, and a mansion which also sports an interior similar to that of Montana’s mansion). Tommy is also a hired assassin, has killed his own collaborators (Lance Vance), taken over his temporary boss’s business (Ricardo Diaz) and rebelled against his former leader (Sonny Forelli), as Tony Montana had. The only notable difference is that the final gunfight in Montana's mansion sees Montana eventually killed, whereas the final gunfight in Tommy's mansion sees Tommy managing to single-handedly take down his captors and survive.",[733],Tommy Vercetti,0
5497,"Rintarou Okabe (岡部 倫太郁) is a self-proclaimed mad scientist and the main protagonist of Steins;Gate. He is a student of Tokyo Electronics University and the founder of Future Gadget Laboratory, a small research laboratory devoted into creation of future gadgets for the betterment of mankind. He also likes to pose as an agent working against a certain ""Organization"" which he thinks is always after him, as he believes this kind of image gives him a cool and mysterious aura. He is one of the (accidental) inventors of the Future Gadget #8, Phone Microwave, which has the ability to send data back in time.","[7194, 56057]",Rintaro Okabe,0
6969,"Ursula is a 32 year old female Newman and a supporting character in Phantasy Star II &amp; Phantasy Star Portable 2. Newmans are a race evolved from humans in the universe. They were created for research purposes, but eventually became a race of their own. She is a brilliant and sharp woman with many talents. She spent many years in the Alliance Military Force, where she met Kraz Muehler. They fell in love and decided to marry each other.

After being an instructor of AMF, she became a leader of Little Wing and her beauty mixed with her talents sent out a message of respect and dignity. Ursula however, often hides her feelings, leaving her with many regrets about her past. She's often sad about a lot of choices and thinks about them a lot. 

Ursula is also a fashion designer.","[3932, 1219, 1221]",Ursula,1
9219,"Sejuani is a playable character in League of Legends. As a child, the leader of the Winter's Claw watched her tribe die, one after one. She was the only one of her siblings that survived to become ten years old. Yet she feared for her life, sure that she would be the next to die. Becoming desperate, she sought spiritual counsel from the tribe's mystic. She told Sejuani that she one day would conquer and unite the tribes of the Freljord. However, the mystic left out the event of her death.

Now, when she had absolute faith in her destiny, Sejuani pushed herself to extremes and got hardened that way. She turned pain into power and hunger into an encouragement. She walked into blizzards without food or furs, challenged the strongest warriors, one after another until she became the leader. The tribe then grew stronger, even though she learned that being cold and unforgiving was the only way. 

A peace offering from Ashe's tribe insulted Sejuani greatly. Ashe told her that if they united the clans, the Winter's Claw would never go hungry again. Sejuani just simply hated the idea of getting that luxury, and started to despise Ashe's tribe. After telling her people that charity would bring only weakness, she burned the given supplies and sent the tribe back with one message:  the Winter's Claw would prove to the Avarosan that only the strong deserve to survive in the Freljord. After that event, Sejuani rode out with her warriors to inflict many painful lessons to others.",,Sejuani,1
5498,"Kurisu Makise is a genius girl who graduated from university at the age of seventeen. She is a research member in Victor Qondria University's Brain Research Program and her research on the brain's memory retention system has earned critical acclaim in the scientific community. She later joins the Future Gadget Lab as Member 004 after a series of encounters with Rintaro Okabe, where she helps to create the Time Leap Machine, a microwave oven capable of sending memories 48 hours back in time. She has a myriad of nicknames, most of which are invented by Rintaro, much to her dismay.","[7194, 56057]",Kurisu Makise,1
4975,"Ryu Hayabusa is the protagonist in the Ninja Gaiden series developed by Team Ninja and published by Tecmo. He also appears in almost every mainline games of the Dead or Alive series. 
 
As a ninja, Ryu ruthlessly kills his enemies without mercy, executing them in a very cold, technical and calculative fashion. His rigorous upbringing in tandem with the many hardships and tragedies he has suffered, has forced Ryu to harden his emotions and disciplined his skills to perfection. He is undaunted by the lives he must take in order to protect the balance within the world, knowing that the balance of the world is more important. 
 
Ryu knows life following the ninja path can be both cruel and short, especially for one of the Dragon Lineage. He has already felt first hand the brutality of this life; watching Kureha, his best friend murdered right in front of his own eyes, his clan massacred and he himself killed as he tries to save his village. Ryu endures these hardships with his unstoppable will, an indomitable spirit shown in his exploits as he overcomes every challenge and obstacle, surviving even the trauma of death to return and exact his vengeance. 
 
Though Ryu cares little for his enemies' well being, he still respects them on a warrior basis, even having mutual respect with some adversaries such as Genshin. Outside of battle, Ryu is modest and refined, he is popular among the local residents in his village. Not only as a strong role model for ninja in training, but he is heralded for being kind and gentle, as he cares for the safety of every resident in his home. This is due to the fact that each Hayabusa clansman from Jonin to cadet is cherished as family.","[1388, 1389, 103269]",Ryu Hyabusa,0
5499,"Mayuri Shiina (椎名 まゆり), is Rintaro Okabe's childhood friend and companion. She works part-time at a maid cafe called May Queen Nyan-nyan as a costume maid and occasionally makes cosplay outfits. She is also the second member of Rintaro's Future Gadget Laboratory. She is usually the one who financially supports Rintaro's ""research"" when food is needed. Although she possesses an extremely childish and naïve attitude for her age, she's also very attentive to details, often noticing things about people that others would miss.","[7194, 56057]",Mayuri Shiina,1
10984,"Exobiologist. Part of the Europa ground team in 'The Turing Test'. 
 
Birthplace: Damascus, Syria 
 
Nationality: Joint British & Syrian 
 
DOB: 2210 March 15th 
 
Sarah Brook's parents are both scientists. In her teenage years she was sent to an English public boarding school. 
 
Brook is one of the most eminent exobiologists of the 23rd century. For her formative work on the Mars Discovery Project, she was specially requested to be part of the Europa ground team. 
 
Though only 28 years old, Sarah has touched the surface of two planetoids and spent more time on alient soil than any other member of mankind (except the Mars team).",,Dr. Sarah Brook,1
2994,"Kasumi (means ""haze"" or ""mist"") Nakano (means ""in the field"") is a 19 year old human female that appears in the Fallout 4's add-on Far Harbor. You'll find her on the Island in 2287. She is curious, naive and gets easily bored. Kasumi and her grandfather had a large mechanical knowledge and started to restore pre-War appliances around her house together. After restoring a radio, she contacts DiMa, where she is led to believe that she is actually a synth. Odd dreams and her abilities also reinforces this belief. Later, Kasumi flees Acadia and it's her future is based on the player's choice.","[6060, 1388, 1389, 103269]",Kasumi Nakano,1
5500,"Suzuha Amane (阿万音鈴羽) is a part-time employee for Yugo Tennoji, the landlord of Rintaro's flat and is on a search for her father in Akihabara. She enjoys riding her bicycle and appears to be at odds with Kurisu. She is the eight and last member of the Future Gadget Laboratory.","[7194, 56057]",Suzuha Amane,1
991,"Lara Croft is a fictional character and the protagonist of the Square Enix (previously Eidos Interactive) video game franchise Tomb Raider. She is presented as a beautiful, intelligent, and athletic English archaeologist-adventurer who ventures into ancient, hazardous tombs and ruins around the world. Created by a team at UK developer Core Design that included Toby Gard, the character first appeared in the 1996 video game Tomb Raider. She has also appeared in video game sequels, printed adaptations, a series of animated short films, feature films (portrayed by Angelina Jolie), and merchandise related to the series. Official promotion of the character includes a brand of apparel and accessories, action figures, and model portrayals. Croft has also been licensed for third-party promotion, including television and print advertisements, music-related appearances, and as a spokesmodel.

Core Design handled initial development of the character and the series. Inspired by Neneh Cherry and comic book character Tank Girl, Gard designed Lara Croft to counter stereotypical female characters. The company modified the character for subsequent titles, which included graphical improvements and gameplay additions. American developer Crystal Dynamics took over the series after the 2003 sequel Tomb Raider: The Angel of Darkness was received poorly. The new developer rebooted the character along with the video game series. The company altered her physical proportions, and gave her additional ways of interacting with game environments. Croft has been voiced by six actresses in the video game series: Shelley Blond (1996), Judith Gibbins (1997–98), Jonell Elliott (1999–2003), Keeley Hawes (2006–14), Camilla Luddington (2013–present) and Abigail Stahlschmidt (2015).

Critics consider Lara Croft a significant game character in popular culture. She holds six Guinness World Records, has a strong fan following, and is among the first video game characters to be successfully adapted to film.[3] Lara Croft is also considered a sex symbol, one of the earliest in the industry to achieve widespread attention. The character's influence in the industry has been a point of contention among critics; viewpoints range from a positive agent of change in video games to a negative role model for young girls.","[1164, 15384, 769, 37777, 1161]",Lara Croft,1
10236,"Funtime Freddy is a major antagonist who first appeared in Five Nights at Freddy's: Sister Location as the titular, secondary antagonist. He is a circus-themed version of Freddy Fazbear. He is also one of the entertainers from the Funtime Auditorium, which is located from the east of Circus Baby's Entertainment and Rental (although he isn't seen in the said auditorium).",[115304],Funtime Freddy,0
5501,"Luka Urushibara (漆原るか) is a close friend of Mayuri Shiina and so-called protégé of Rintaro Okabe. While feminine in appearance and personality, Luka is a male. Mayuri is his classmate, who often attempts to coerce him into cosplaying (without much success).","[7194, 56057]",Luka Urushibara,0
5238,"Nathan Drake, born Nathan Morgan, had a tumultuous childhood. Orphaned at a young age, he and his older brother Sam were raised in a Catholic orphanage. The brothers shared a passion for history and treasure hunting, inspired by stories from their mother, a historian. Believing they are descended from the famous English explorer Sir Francis Drake, Nathan adopts the Drake surname.

Nathan's adult life is marked by a series of high-stakes adventures around the world, searching for legendary artefacts and lost cities. His escapades are often accompanied by his mentor and friend Victor ""Sully"" Sullivan, journalist Elena Fisher, and his brother Sam. Nathan's adventures take him from the jungles of South America to the deserts of the Arabian Peninsula and the Himalayas' peaks.","[431, 565, 512]",Nathan Drake,0
5502,"Faris NyanNyan (フェイリス・ニャンニャン), real name Rumiho Akiha (秋葉 留美穂), is a part-time employee and owner of the maid cafe May Queen Nyan-nyan, the same maid cafe that Mayuri works at, and is the most popular waitress there. She is a second year student in Kanaria Private Academy and is Yukitaka Akiha's daughter.","[7194, 56057]",Faris Nyannyan,1
5503,"Moeka Kiryu (桐生萌郁) is a part-time editor whom Rintaro Okabe encounters in Akiba. She is practically glued to her phone and cannot function without it. Even when face to face, Moeka prefers to communicate by email.","[7194, 56057]",Moeka Kiryu,1
5505,"Yugo Tennouji (天王寺 裕吾) is Rintaro Okabe's landlord and the owner of the CRT store. He has a great passion for CRT Television and refuses to upgrade to any other type. This coupled with the fact he owns a CRT store has resulted in Rintaro nicknaming him ""Mr. Braun"" after the inventor of CRTs, German physicist Ferdinand Braun and the common Japanese name for CRTs, ""Braun Tubes"". His daughter Nae is his top priority and he will go to desperate lengths to ensure her safety.","[7194, 56057]",Yugo Tennoji,0
